feature_name	gene	mapping_class	source_url	limitation	GSE263733	GSE278688	GSE242230	n_evaluable_cohorts	max_top_agreement	interpretation	evidence_scope
taurine	MTO1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9Y2Z2/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	B/Plasma	T/NK	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	SLC6A6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P31641/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	SLC6A11	CONDITIONAL	https://www.uniprot.org/uniprotkb/P48066/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Fibroblast/CAF	Fibroblast/CAF	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	LRRC8E	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6NSJ5/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	LRRC8B	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6P9F7/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Endothelial	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	GADL1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6ZQY3/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	NOT_EVALUABLE	NOT_EVALUABLE	1	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	LRRC8D	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q7L1W4/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	T/NK	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	LRRC8C	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8TDW0/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Endothelial	Endothelial	Endothelial	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	SLC6A13	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9NSD5/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	B/Plasma	T/NK	Myeloid	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	CSAD	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9Y600/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Fibroblast/CAF	Endothelial	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	SLC16A6	CONDITIONAL	https://www.uniprot.org/uniprotkb/O15403/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
thymidine	SLC28A1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O00337/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
thymidine	SLC28A3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9HAS3/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
thymidine	SLC29A1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q99808/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	Endothelial	Endothelial	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
thymidine	SLC29A2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q14542/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
thymidine	SLC29A3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BZD2/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
thymidine	TK1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P04183/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
thymidine	TYMP	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P19971/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	IDO1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P14902/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	IDO2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6ZQW0/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	IL4I1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96RQ9/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	SLC16A10	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8TF71/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	SLC36A4	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6YBV0/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	B/Plasma	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	SLCO3A1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9UIG8/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Fibroblast/CAF	Endothelial	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	TDO2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P48775/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Fibroblast/CAF	Fibroblast/CAF	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	TPH2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IWU9/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	NOT_EVALUABLE	Epithelial/Ductal	2	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	WARS1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P23381/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	WARS2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9UGM6/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	T/NK	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	TPH1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P17752/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	T/NK	Endothelial	Epithelial/Ductal	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	ACY3	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96HD9/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
