gene	current_pool	history_only	interpretation_cn	limitation_cn	next_action_cn	RNA_source	relation_source	cell_source	judgment_type	interpretation_scope	interpretation_scope_note
SLC5A10	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SLC6A6	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SLC6A8	True	False	肌酸配对背景与FUSCC关联构成值得讨论的运输线索。	丰度和RNA不能确定运输方向、活性或治疗干预方向。	保留为运输类候选。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序
SLC7A11	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SOAT1	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SOAT2	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SORD	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SPHK1	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SPHK2	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SQLE	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SUCLA2	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SUCLG1	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
SUCLG2	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
TAT	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
UPB1	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
UPP1	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
UPP2	True	False	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值
