cancer	cohort	stage_id	run_id	analysis_version	feature_id	metabolite_key	metabolite_name	gene	uniprot_accession	relationship_type	role	reaction	mapping_status	source_url	source_evidence	provenance	original_evidence_id	source_commit	reason
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:2ad3e020ca34558d	KEGG:C02979	glycerol 2-phosphate	IMPA2	O14732	enzyme	substrate_as_written	glycerol 2-phosphate + H2O = glycerol + phosphate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:13105	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:68613d5bad3e3099	KEGG:C00212	adenosine	IMPA2	O14732	enzyme	product_as_written	adenosine 2'-phosphate + H2O = adenosine + phosphate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:37343	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	D-maltoheptaose + H2O = D-maltohexaose + alpha-D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22058037""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:29643	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	D-maltohexaose + H2O = D-maltopentaose + alpha-D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22058037""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:29639	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	D-maltopentaose + H2O = D-maltotetraose + alpha-D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18036614""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18356321""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22058037""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:29635	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:79d671bf41698d7e	KEGG:C02052	maltotetraose	MGAM	O43451	enzyme	product_as_written	D-maltopentaose + H2O = D-maltotetraose + alpha-D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18036614""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18356321""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22058037""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:29635	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	D-maltotetraose + H2O = D-maltotriose + alpha-D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18036614""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18356321""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22058037""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:29631	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:79d671bf41698d7e	KEGG:C02052	maltotetraose	MGAM	O43451	enzyme	substrate_as_written	D-maltotetraose + H2O = D-maltotriose + alpha-D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18036614""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18356321""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22058037""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:29631	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	D-maltotriose + H2O = D-maltose + alpha-D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18036614""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18356321""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22058037""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:27970	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	D-maltose + H2O = alpha-D-glucose + D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18036614""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18356321""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22058037""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""27480812""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:68796	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	nigerose + H2O = alpha-D-glucose + D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""27480812""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:68800	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	kojibiose + H2O = alpha-D-glucose + D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""27480812""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:68804	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	isomaltose + H2O = alpha-D-glucose + D-glucose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""27480812""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:68864	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:88a2f109b13da155	KEGG:C00031	glucose	MGAM	O43451	enzyme	product_as_written	6-O-alpha-D-glucopyranosyl-D-fructose + H2O = alpha-D-glucose + D-fructose	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43451/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""27480812""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:68808	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:fd210047f1a6bba7	KEGG:C01885	1-oleoylglycerol (1-monoolein)	MGLL	Q99685	enzyme	substrate_as_written	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q99685/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20079333""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24368842""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:38487	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:1982b9b3bdf60163	KEGG:C00140	N-acetylglucosamine	NAGK	Q9UJ70	enzyme	substrate_as_written	N-acetyl-D-glucosamine + ATP = N-acetyl-D-glucosamine 6-phosphate + ADP + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9UJ70/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22692205""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:17417	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6143f6080f1ad39b	KEGG:C00008	adenosine 5'-diphosphate (ADP)	NAGK	Q9UJ70	enzyme	product_as_written	N-acetyl-D-glucosamine + ATP = N-acetyl-D-glucosamine 6-phosphate + ADP + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9UJ70/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22692205""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:17417	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6143f6080f1ad39b	KEGG:C00008	adenosine 5'-diphosphate (ADP)	NAGK	Q9UJ70	enzyme	product_as_written	aldehydo-N-acetyl-D-mannosamine + ATP = aldehydo-N-acetyl-D-mannosamine 6-phosphate + ADP + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9UJ70/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q9QZ08""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:25253	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6143f6080f1ad39b	KEGG:C00008	adenosine 5'-diphosphate (ADP)	NAGK	Q9UJ70	enzyme	product_as_written	N-acetyl-D-muramoyl-L-alanyl-D-isoglutamine + ATP = 6-O-phospho-N-acetyl-D-muramoyl-L-alanyl-D-isoglutamine + ADP + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9UJ70/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36002575""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:75935	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:37685f179fb7179c	KEGG:C00624	N-acetylglutamate	NAGS	Q8N159	enzyme	product_as_written	L-glutamate + acetyl-CoA = N-acetyl-L-glutamate + CoA + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N159/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12459178""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23894642""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""7126172""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:24292	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:2f7803a1556e67dc	KEGG:C00294	inosine	NT5C1A	Q9BXI3	enzyme	product_as_written	IMP + H2O = inosine + phosphate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9BXI3/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11133996""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:27718	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:68613d5bad3e3099	KEGG:C00212	adenosine	NT5C1A	Q9BXI3	enzyme	product_as_written	AMP + H2O = adenosine + phosphate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9BXI3/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11133996""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34814800""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""7599155""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8967393""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:29375	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:905abcaaddb66484	KEGG:C00387	guanosine	NT5C2	P49902	enzyme	product_as_written	GMP + H2O = guanosine + phosphate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P49902/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""D3ZMY7""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:27714	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:905abcaaddb66484	KEGG:C00387	guanosine	NT5C2	P49902	enzyme	product_as_written	inosine + GMP = guanosine + IMP	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P49902/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1659319""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9371705""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69584	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:68613d5bad3e3099	KEGG:C00212	adenosine	NT5C2	P49902	enzyme	product_as_written	inosine + AMP = IMP + adenosine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P49902/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1659319""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9371705""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69596	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6c329836b48df383	KEGG:C00301	adenosine 5'diphosphoribose	NUDT5	Q9UKK9	enzyme	product_as_written	D-ribose 5-phosphate + ATP + H(+) = ADP-D-ribose + diphosphate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9UKK9/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""27257257""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:50248	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6c329836b48df383	KEGG:C00301	adenosine 5'diphosphoribose	NUDT5	Q9UKK9	enzyme	substrate_as_written	ADP-D-ribose + H2O = D-ribose 5-phosphate + AMP + 2 H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9UKK9/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17052728""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21389046""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""38635563""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:10412	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6c329836b48df383	KEGG:C00301	adenosine 5'diphosphoribose	NUDT9	Q9BW91	enzyme	substrate_as_written	ADP-D-ribose + H2O = D-ribose 5-phosphate + AMP + 2 H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9BW91/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11385575""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""37343711""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:10412	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:5873643eef6d7936	KEGG:C00597	3-phosphoglycerate	PGAM1	P18669	enzyme	product_as_written	(2R)-2-phosphoglycerate = (2R)-3-phosphoglycerate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P18669/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23653202""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:15901	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:50d5b3a87b9cda4e	KEGG:C00631	2-phosphoglycerate	PGAM1	P18669	enzyme	substrate_as_written	(2R)-2-phosphoglycerate = (2R)-3-phosphoglycerate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P18669/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23653202""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:15901	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:5873643eef6d7936	KEGG:C00597	3-phosphoglycerate	PGAM2	P15259	enzyme	product_as_written	(2R)-2-phosphoglycerate = (2R)-3-phosphoglycerate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P15259/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P18669""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:15901	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:50d5b3a87b9cda4e	KEGG:C00631	2-phosphoglycerate	PGAM2	P15259	enzyme	substrate_as_written	(2R)-2-phosphoglycerate = (2R)-3-phosphoglycerate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P15259/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P18669""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:15901	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:5873643eef6d7936	KEGG:C00597	3-phosphoglycerate	PGK1	P00558	enzyme	substrate_as_written	(2R)-3-phosphoglycerate + ATP = (2R)-3-phospho-glyceroyl phosphate + ADP	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P00558/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30323285""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""7391028""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:14801	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6143f6080f1ad39b	KEGG:C00008	adenosine 5'-diphosphate (ADP)	PGK1	P00558	enzyme	product_as_written	(2R)-3-phosphoglycerate + ATP = (2R)-3-phospho-glyceroyl phosphate + ADP	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P00558/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30323285""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""7391028""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:14801	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6143f6080f1ad39b	KEGG:C00008	adenosine 5'-diphosphate (ADP)	PGK1	P00558	enzyme	product_as_written	L-seryl-[protein] + ATP = O-phospho-L-seryl-[protein] + ADP + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P00558/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26942675""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:17989;RHEA-COMP:9863;RHEA-COMP:11604	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:5873643eef6d7936	KEGG:C00597	3-phosphoglycerate	PGK2	P07205	enzyme	substrate_as_written	(2R)-3-phosphoglycerate + ATP = (2R)-3-phospho-glyceroyl phosphate + ADP	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07205/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P09041""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:14801	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6143f6080f1ad39b	KEGG:C00008	adenosine 5'-diphosphate (ADP)	PGK2	P07205	enzyme	product_as_written	(2R)-3-phosphoglycerate + ATP = (2R)-3-phospho-glyceroyl phosphate + ADP	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07205/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P09041""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:14801	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:5873643eef6d7936	KEGG:C00597	3-phosphoglycerate	PHGDH	O43175	enzyme	substrate_as_written	(2R)-3-phosphoglycerate + NAD(+) = 3-phosphooxypyruvate + NADH + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43175/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11751922""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:12641	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:bd5a75b37eeffcbb	KEGG:C00712	oleate (18:1n9)	PLA2G4A	P47712	enzyme	product_as_written	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + H2O = 1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + (9Z)-octadecenoate + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P47712/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9425121""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:41123	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
