cancer	stable_gene_id	gene	in_current_pool	history_only	relation_ids	n_relations	RNA_background	RNA_source_run	cell_background	sc_source_run	functional_source_ref	external_source_ref	data_limitations	next_action	status	reason	n_current_direct_relations	n_conditional_relations	historical_relation_ids	n_historical_original42_relations	historical_relation_index	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_test_family	RNA_status	RNA_up_pairs	RNA_down_pairs	RNA_equal_pairs	all3_same_unique_top	all3_top_bootstrap_ge080	source_type	GSE263733_top_celltype	GSE263733_runner_celltype	GSE263733_top_gap	GSE263733_bootstrap_top_frequency	GSE263733_bootstrap_valid	GSE263733_max_detection	GSE263733_n_evaluable_celltypes	GSE263733_status	GSE263733_matrix_coverage_status	GSE263733_top_detection_fraction	GSE263733_top_source_labels	GSE278688_top_celltype	GSE278688_runner_celltype	GSE278688_top_gap	GSE278688_bootstrap_top_frequency	GSE278688_bootstrap_valid	GSE278688_max_detection	GSE278688_n_evaluable_celltypes	GSE278688_status	GSE278688_matrix_coverage_status	GSE278688_top_detection_fraction	GSE278688_top_source_labels	GSE242230_top_celltype	GSE242230_runner_celltype	GSE242230_top_gap	GSE242230_bootstrap_top_frequency	GSE242230_bootstrap_valid	GSE242230_max_detection	GSE242230_n_evaluable_celltypes	GSE242230_status	GSE242230_matrix_coverage_status	GSE242230_top_detection_fraction	GSE242230_top_source_labels
PDAC	UniProtKB:Q13395	TARBP1	False	True	a862bfe11d189cca	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.4745651206483882	0.0093332182856186	0.0702447481496562	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	9	2	0	False	False	Expression-source descriptive only;not unique action cell	Endothelial	Epithelial/Ductal	0.0062694077309607	0.495	1000	0.3791647230638514	7	DONE	DONE	0.2308522444009817	4.0	Endothelial	Epithelial/Ductal	0.0122258361650797	0.809	1000	0.1361638487250792	6	DONE	DONE	0.1361638487250792	13.0	Epithelial/Ductal	Endothelial	0.0105810952237835	0.775	1000	0.1648713529723538	7	DONE	DONE	0.1648713529723538	24.0
PDAC	UniProtKB:P17735	TAT	True	False	4401e30f6e6c47c4	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0		0	historical_relation_index.tsv	-0.2394345322206908	0.0417827700000218	0.1232592810370511	11	RNA_PAIRED_CURRENT	DONE	3	8	0	False	False	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.002937119837692	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0009660540746846	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0018198476906356	7	NOT_EVALUABLE	DONE	NA	NA
PDAC	UniProtKB:P48775	TDO2	True	False	385ef55bc5987f6d	1	FDR_SUPPORTED	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0	385ef55bc5987f6d	1	historical_relation_index.tsv	0.6948316495132391	0.0047189317381745	0.0424626882744791	11	RNA_PAIRED_CURRENT	DONE	9	2	0	True	True	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0814615389348896	0.999	1000	0.1468157012243186	7	DONE	DONE	0.1468157012243186	11.0	Fibroblast/CAF	Epithelial/Ductal	0.0930389369637796	1.0	1000	0.0874709067382957	6	DONE	DONE	0.0874709067382957	13.0	Fibroblast/CAF	Endothelial	0.0975763483785574	0.979	1000	0.0937519198992207	7	DONE	DONE	0.0937519198992207	7.0
PDAC	UniProtKB:Q8NFU7	TET1	False	True	050e5941e2275814	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.092097010650189	0.4589223440515662	0.5719608822940356	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	6	5	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0524493097130861	0.998	1000	0.1762276416674493	7	DONE	DONE	0.1762276416674493	11.0	Endothelial	Fibroblast/CAF	0.0052936178521983	0.659	1000	0.0993238743687025	6	DONE	DONE	0.0908993057861197	13.0	Fibroblast/CAF	T/NK	0.0182406304121141	0.981	1000	0.0428553486794215	7	DONE	DONE	0.0428553486794215	7.0
PDAC	UniProtKB:Q6N021	TET2	False	True	bde1cd79e286d039	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.5665500505717493	0.0763107007113617	0.1756109461535955	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	9	2	0	True	True	Expression-source descriptive only;not unique action cell	Myeloid	Epithelial/Ductal	0.3547176395643014	1.0	1000	0.5758880632674896	7	DONE	DONE	0.5758880632674896	20.0	Myeloid	Endothelial	0.2631835365287618	1.0	1000	0.3787465443750401	6	DONE	DONE	0.3787465443750401	13.0	Myeloid	Endothelial	0.1408434605182293	1.0	1000	0.2523317821827857	7	DONE	DONE	0.2523317821827857	20.0
PDAC	UniProtKB:O43151	TET3	False	True	48a839687d461a57	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.2290096566282979	0.0179279460800234	0.078480498656429	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	1	10	0	True	True	Expression-source descriptive only;not unique action cell	Myeloid	Epithelial/Ductal	0.0822571177007274	1.0	1000	0.3027540493184477	7	DONE	DONE	0.2718548446004828	20.0	Myeloid	B/Plasma	0.0784239980550749	1.0	1000	0.1296702323623212	6	DONE	DONE	0.1296702323623212	13.0	Myeloid	Epithelial/Ductal	0.0306429312321732	0.989	1000	0.0992228637862648	7	DONE	DONE	0.0992228637862648	20.0
PDAC	UniProtKB:Q8WVM0	TFB1M	False	True	4ed56528b5ccdf27	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.2277734363381009	0.0927872595893388	0.1951261488422861	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	8	3	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.0026718933262894	0.619	1000	0.2399416295054978	7	DONE	DONE	0.2399416295054978	18.0	B/Plasma	Myeloid	0.0184590062662318	0.832	1000	0.1048023947648942	6	DONE	DONE	0.081605911710155	11.0	T/NK	B/Plasma	0.0153268383756847	0.795	1000	0.132867262274074	7	DONE	DONE	0.0885787772066264	21.0
PDAC	UniProtKB:Q9H5Q4	TFB2M	False	True	957173d883dbf044	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.0893147071221524	0.5392319511177723	0.6516352310690826	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	3	8	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.0205567705707196	0.959	1000	0.3424874931666263	7	DONE	DONE	0.3424874931666263	18.0	B/Plasma	Endothelial	0.0032411731499533	0.622	1000	0.1123134328007016	6	DONE	DONE	0.0773136559170826	11.0	Epithelial/Ductal	Endothelial	0.0084727651824049	0.764	1000	0.1570250995575459	7	DONE	DONE	0.1570250995575459	24.0
PDAC	UniProtKB:Q96RS0	TGS1	False	True	b2a9119ba0db351e	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.2885411309683134	0.040500036560661	0.123223515493075	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	9	2	0	False	False	Expression-source descriptive only;not unique action cell	T/NK	Endothelial	0.0049319093750045	0.445	1000	0.5210027868850754	7	DONE	DONE	0.2158741648236206	20.0	T/NK	B/Plasma	0.0342240454162769	0.999	1000	0.2054101884761385	6	DONE	DONE	0.2007023438317028	13.0	Endothelial	T/NK	0.001280448519805	0.297	1000	0.2407750158672763	7	DONE	DONE	0.1595950251824442	3.0
PDAC	UniProtKB:Q5T1C6	THEM4	True	False	bdbb84aad1ded9a5;e1a9440e7f9fd09d	2	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	2	0		0	historical_relation_index.tsv	0.0918645985563845	0.1311960046172433	0.2348218343511529	11	RNA_PAIRED_CURRENT	DONE	8	3	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	T/NK	0.0141146550461043	0.79	1000	0.4079537727690688	7	DONE	DONE	0.4079537727690688	18.0	T/NK	Epithelial/Ductal	0.1174441429902053	1.0	1000	0.2000569226620235	6	DONE	DONE	0.2000569226620235	13.0	T/NK	Epithelial/Ductal	0.1965464934105892	1.0	1000	0.2326385992651964	7	DONE	DONE	0.2326385992651964	21.0
PDAC	UniProtKB:Q9BTF0	THUMPD2	False	True	ddfcf828dfa50041	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.4208324522499982	0.0146167499152809	0.0702742022750811	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	8	3	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0094373652488788	0.594	1000	0.3514792360009939	7	DONE	DONE	0.3154771027006252	11.0	Endothelial	Epithelial/Ductal	0.0149622965402401	0.867	1000	0.155310783513065	6	DONE	DONE	0.155310783513065	13.0	Endothelial	Fibroblast/CAF	0.0302402060532315	0.411	1000	0.1655807817361647	7	DONE	DONE	0.113513721862473	3.0
PDAC	UniProtKB:Q9BV44	THUMPD3	False	True	70e13bb398fc0fb3	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.74085381091392	0.0045171125182707	0.0584311321184284	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	9	2	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.0199390925003504	0.841	1000	0.4867772566203042	7	DONE	DONE	0.4867772566203042	18.0	Fibroblast/CAF	Endothelial	0.0244669041703473	0.987	1000	0.1546647207837515	6	DONE	DONE	0.1546647207837515	13.0	Epithelial/Ductal	Fibroblast/CAF	0.0125748043396629	0.769	1000	0.187040600704905	7	DONE	DONE	0.187040600704905	24.0
PDAC	UniProtKB:Q7Z3E1	TIPARP	False	True		0	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	0	adbfb377813be636	1	historical_relation_index.tsv	0.156204430798418	0.5661624972450547	0.6765562989362911	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	6	5	0	False	False	Expression-source descriptive only;not unique action cell	Myeloid	Epithelial/Ductal	0.0405013106133126	0.744	1000	0.668684969328818	7	DONE	DONE	0.5422866737068384	20.0	T/NK	B/Plasma	0.17429586821271	1.0	1000	0.3814622285820191	6	DONE	DONE	0.3814622285820191	13.0	Epithelial/Ductal	Myeloid	0.0277715162880329	0.855	1000	0.2259588897515075	7	DONE	DONE	0.2259588897515075	24.0
PDAC	UniProtKB:P04183	TK1	True	False	b69db8a4ccea83d7	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	results/PDAC/06_EXTERNAL/20260921T030642Z_historical_review_v1/historical_cptac_scope_review.tsv	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0	b69db8a4ccea83d7	1	historical_relation_index.tsv	0.1485245743771088	0.4025553889428238	0.5052199496027862	11	RNA_PAIRED_CURRENT	DONE	7	4	0	True	True	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.0795606539337981	0.998	1000	0.2390049192609143	7	DONE	DONE	0.2390049192609143	18.0	Epithelial/Ductal	Myeloid	0.0451121545482155	0.999	1000	0.0619422092198143	6	DONE	DONE	0.0619422092198143	12.0	Epithelial/Ductal	Fibroblast/CAF	0.0207592696411556	0.86	1000	0.0849870817470375	7	DONE	DONE	0.0849870817470375	24.0
PDAC	UniProtKB:O00142	TK2	True	False	2ccc6f91e2fb37c4;c16d1133f4d6f20b	2	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	results/PDAC/06_EXTERNAL/20260921T030642Z_historical_review_v1/historical_cptac_scope_review.tsv	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	2	0	2ccc6f91e2fb37c4;c16d1133f4d6f20b	2	historical_relation_index.tsv	0.3182800593954755	0.1462149942640238	0.2460259655651286	11	RNA_PAIRED_CURRENT	DONE	6	5	0	False	False	Expression-source descriptive only;not unique action cell	Endothelial	Myeloid	0.0462758696675981	0.614	1000	0.3817599156063676	7	DONE	DONE	0.3289968505522319	4.0	Myeloid	Fibroblast/CAF	0.0317197442252922	0.992	1000	0.1552849107699118	6	DONE	DONE	0.1552849107699118	13.0	Myeloid	Epithelial/Ductal	0.0045965690155148	0.536	1000	0.2314916125874919	7	DONE	DONE	0.1820974535048869	20.0
PDAC	UniProtKB:Q3LXA3	TKFC	True	False	567cc28eb507571a	1	FDR_SUPPORTED	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0		0	historical_relation_index.tsv	-0.2865924174032645	0.0056792686710731	0.0438368550548457	11	RNA_PAIRED_CURRENT	DONE	1	10	0	True	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Endothelial	0.0105914984933602	0.64	1000	0.3736237721068753	7	DONE	DONE	0.3736237721068753	18.0	Epithelial/Ductal	Endothelial	0.021243072829803	0.911	1000	0.1076633112676606	6	DONE	DONE	0.1076633112676606	12.0	Epithelial/Ductal	Myeloid	0.0415594460694263	0.986	1000	0.1946673621611192	7	DONE	DONE	0.1946673621611192	24.0
PDAC	UniProtKB:Q96MH6	TMEM68	False	True	501bee2d59a814d8	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.3810032478699128	0.0604538781593139	0.1528462134948653	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	9	2	0	True	True	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.0842084873802101	1.0	1000	0.4425511571532906	7	DONE	DONE	0.4425511571532906	18.0	Epithelial/Ductal	Endothelial	0.0123528679736495	0.878	1000	0.0986512730734532	6	DONE	DONE	0.0986512730734532	12.0	Epithelial/Ductal	T/NK	0.0427168700709103	1.0	1000	0.1721970357735807	7	DONE	DONE	0.1721970357735807	24.0
PDAC	UniProtKB:Q8N2M4	TMEM86A	True	False	aef2eda4baa96f4f	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0	aef2eda4baa96f4f	1	historical_relation_index.tsv	-0.1229786269031309	0.2227638699923192	0.3315055512272763	11	RNA_PAIRED_CURRENT	DONE	5	6	0	True	True	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0162789759995807	0.825	1000	0.1089257967382476	7	DONE	DONE	0.0970010140325658	20.0	Myeloid	Endothelial	0.0378348804770192	1.0	1000	0.067110296260107	6	DONE	DONE	0.067110296260107	13.0	Myeloid	Epithelial/Ductal	0.0145220999529212	0.953	1000	0.0544272307184663	7	DONE	DONE	0.0544272307184663	20.0
PDAC	UniProtKB:Q8N661	TMEM86B	True	False	511d1e231a6b199f	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0	511d1e231a6b199f	1	historical_relation_index.tsv	-0.1388104258308463	0.2456327491390807	0.352606244600622	11	RNA_PAIRED_CURRENT	DONE	3	8	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Acinar	0.0216709155048831	0.987	1000	0.1421104585339544	7	DONE	DONE	0.1421104585339544	18.0	Endothelial	Epithelial/Ductal	0.0020025354568051	0.653	1000	0.0166281568825212	6	DONE	DONE	0.0166281568825212	13.0	Erythrocyte	Myeloid	0.1652146176882661	0.567	1000	0.189946058360954	7	DONE	DONE	0.189946058360954	3.0
PDAC	UniProtKB:Q9NVH6	TMLHE	True	False	c2939e830314a131	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0		0	historical_relation_index.tsv	0.222207364337061	0.0944363834205271	0.1943133356634547	11	RNA_PAIRED_CURRENT	DONE	8	3	0	False	False	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0024030437842657	0.601	1000	0.2011689327684497	7	DONE	DONE	0.1112927726929817	20.0	Fibroblast/CAF	Myeloid	0.0004293933547874	0.299	1000	0.1305044384156919	6	DONE	DONE	0.1305044384156919	13.0	B/Plasma	Myeloid	0.0064452133690531	0.571	1000	0.128520957413153	7	DONE	DONE	0.0669067243952417	15.0
PDAC	UniProtKB:Q9H8H3	TMT1A	True	False	81d794ddabc9ec71	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0		0	historical_relation_index.tsv	-0.4631546329635281	0.1946999250823667	0.3013612635960385	11	RNA_PAIRED_CURRENT	DONE	4	7	0	True	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Myeloid	0.1656212260629293	0.99	1000	0.5081139429534942	7	DONE	DONE	0.5081139429534942	11.0	Fibroblast/CAF	Myeloid	0.0480464199963435	0.98	1000	0.2712015524313118	6	DONE	DONE	0.2712015524313118	13.0	Fibroblast/CAF	B/Plasma	0.0095476937502464	0.536	1000	0.2461827530685679	7	DONE	DONE	0.2461827530685679	7.0
PDAC	UniProtKB:Q6UX53	TMT1B	True	False	75fa2387123e12cc	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0		0	historical_relation_index.tsv	0.1504000584234135	0.3733040428425288	0.4752891679489928	11	RNA_PAIRED_CURRENT	DONE	5	6	0	True	True	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Myeloid	0.0513887480543216	1.0	1000	0.2142523934257629	7	DONE	DONE	0.2142523934257629	18.0	Epithelial/Ductal	Myeloid	0.0480591021489186	1.0	1000	0.0790545033009277	6	DONE	DONE	0.0790545033009277	12.0	Epithelial/Ductal	Myeloid	0.0492247569069906	1.0	1000	0.1260443874353176	7	DONE	DONE	0.1260443874353176	24.0
PDAC	UniProtKB:Q8WZ04	TOMT	False	True	b69f9a96a0a59f35	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.0066591237165717	0.9282630218381044	0.9549756267830856	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	5	6	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.0188057362152821	0.991	1000	0.2210377020064248	7	DONE	DONE	0.2210377020064248	18.0	Fibroblast/CAF	Epithelial/Ductal	0.0018688470963456	0.65	1000	0.0429249402802403	6	DONE	DONE	0.0429249402802403	13.0	Epithelial/Ductal	Endothelial	0.005853424340381	0.67	1000	0.0589104964689845	7	DONE	DONE	0.0589104964689845	24.0
