gene	stable_gene_id	RNA_n	RNA_n_reference	RNA_effect	RNA_ci_lower	RNA_ci_upper	RNA_p_value	RNA_q_value	RNA_status	RNA_reason	RNA_age_sex_n	RNA_age_sex_n_reference	RNA_age_sex_effect	RNA_age_sex_ci_lower	RNA_age_sex_ci_upper	RNA_age_sex_p_value	RNA_age_sex_q_value	RNA_age_sex_status	RNA_age_sex_reason	relation_ids	n_relations	n_nominal_patient_relations	RNA_background	functional_evidence	external_metabolite_validation	data_limitations	current_pool	next_action	SC_primary_status	SC_primary_reason	SC_primary_top_celltype	SC_primary_runner_celltype	SC_primary_top_gap	SC_primary_bootstrap_top_frequency	SC_primary_bootstrap_valid	SC_primary_rank_tie	SC_recurrent_status	SC_recurrent_reason	SC_recurrent_top_celltype	SC_recurrent_runner_celltype	SC_recurrent_top_gap	SC_recurrent_bootstrap_top_frequency	SC_recurrent_bootstrap_valid	SC_recurrent_rank_tie	SC_dataset	SC_independent_replication	SC_scope
CNDP2	hsa:55748	74.0	6.0	-0.1473603921917368	-0.4041156383987784	0.1093948540153048	0.2228261553903092	0.2815712327204816	DONE	NA	74.0	6.0	-0.1460654254930272	-0.3853115257315509	0.0931806747454965	0.2277622454726904	0.2931384455620738	DONE	NA	GBM_FEATURE:b1e19189fde23790|hsa:55748;GBM_FEATURE:c9720c72406a9789|hsa:55748	2	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	0.0726325449228048	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	0.068209302517556	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
GCLC	UniProt:P48506	74.0	6.0	-0.2168146893292852	-0.5468770213630649	0.1132476427044943	0.1598805937553913	0.2222340253199939	DONE	NA	74.0	6.0	-0.2047265269107708	-0.4837167214207037	0.074263667599162	0.1479968046260782	0.2051139446418295	DONE	NA	GBM_FEATURE:b1e19189fde23790|UniProt:P48506;GBM_FEATURE:c4f5ae886a6f2e1e|UniProt:P48506	2	1	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	0.0138925841495493	0.64	1000	False	DONE	expression_source_only;not_function	Oligodendrocyte	Myeloid	0.0098445306572919	0.658	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
AASS	UniProt:Q9UDR5	74.0	6.0	0.8728217957244138	0.5477395723449405	1.197904019103887	0.000394761205026	0.0015242168749616	DONE	NA	74.0	6.0	0.8947837775894844	0.5901716578204008	1.199395897358568	1.1649932056633265e-07	4.76276634080007e-07	DONE	NA	GBM_FEATURE:b235fe32490cda94|UniProt:Q9UDR5	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.047895877288128	0.865	1000	False	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.0436217248973745	0.843	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
ACE2	UniProt:Q9BYF1	74.0	6.0	-0.0216003594413478	-0.0694454508735522	0.0262447319908565	0.3135702293404875	0.3757436368821359	DONE	NA	74.0	6.0	-0.022341844719696	-0.0624346018166486	0.0177509123772565	0.2705556149449519	0.3357788435477529	DONE	NA	GBM_FEATURE:b754e6401a70856c|UniProt:Q9BYF1	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
LARS1	hsa:51520	74.0	6.0	0.1863722367638591	-0.1491797287947435	0.521924202322462	0.2189388372161048	0.2815712327204816	DONE	NA	74.0	6.0	0.1929565629785469	-0.0796513602975255	0.4655644862546194	0.1626956670224625	0.2217127227070813	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:51520	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
LARS2	hsa:23395	74.0	6.0	0.0150653121575068	-0.0873897698920634	0.1175203942070771	0.7496620550951913	0.8015617358325507	DONE	NA	74.0	6.0	0.0178547614211679	-0.0684971207073573	0.1042066435496932	0.6816355496446218	0.7232621480962017	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:23395	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.0236193522672894	0.821	1000	False	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.0732513972561659	0.998	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
PLBD1	UniProt:Q6P4A8	74.0	6.0	0.5534036283720445	0.4726407179506903	0.6341665387933987	1.1984028357813842e-18	8.328899708680621e-17	DONE	NA	74.0	6.0	0.547389212205425	0.4678643846257216	0.6269140397851285	3.056625770380225e-22	1.062177455207128e-20	DONE	NA	GBM_FEATURE:b754e6401a70856c|UniProt:Q6P4A8	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Neoplastic	0.1099666628241478	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Neoplastic	0.1003806571476246	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
PM20D1	UniProt:Q6GTS8	74.0	6.0	-0.263688471716991	-0.7137540994756135	0.1863771560416314	0.2041556029287644	0.2677134793122477	DONE	NA	74.0	6.0	-0.2414462941433054	-0.7042138437482657	0.2213212554616546	0.3020326482251189	0.3650655487242741	DONE	NA	GBM_FEATURE:b754e6401a70856c|UniProt:Q6GTS8	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Vascular	Neoplastic	0.0066211633892636	0.663	1000	False	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.0096081434003077	0.789	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC25A44	hsa:9673	74.0	6.0	-0.7065121348673378	-0.9655125099780196	-0.4475117597566557	0.0003406304902975	0.0013527896614676	DONE	NA	74.0	6.0	-0.6951180054098534	-0.9043719774111344	-0.4858640334085724	4.600194908703773e-09	2.3682484900363867e-08	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:9673	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Vascular	0.0144787837230249	0.795	1000	False	DONE	expression_source_only;not_function	Neoplastic	Neuron	0.0041143969582763	0.426	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC38A10	hsa:124565	74.0	6.0	0.2579961312217098	-0.1714620680209971	0.6874543304644168	0.1892817576465784	0.2505729934559467	DONE	NA	74.0	6.0	0.2531091160710594	-0.1328634016593684	0.6390816338014873	0.1954650675764725	0.2539219102161653	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:124565	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Lymphoid	0.0663753457945202	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Lymphoid	0.0404312016627225	0.996	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC38A2	hsa:54407	74.0	6.0	-0.3296318102480295	-1.0969862052415755	0.4377225847455165	0.3254185832549927	0.3833320599359659	DONE	NA	74.0	6.0	-0.3526177453629657	-1.0777414611881446	0.372505970462213	0.3358553197123508	0.3956261816950573	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:54407	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Oligodendrocyte	Vascular	0.0311116084898228	0.673	1000	False	DONE	expression_source_only;not_function	Vascular	Oligodendrocyte	0.044955835232077	0.786	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC38A8	hsa:146167	74.0	6.0	-0.0817352891440691	-0.1361196143802436	-0.0273509639078946	0.0111402203894517	0.0221212947733399	DONE	NA	74.0	6.0	-0.0814736622300648	-0.1299167053398996	-0.03303061912023	0.001261709666633	0.0026981175947999	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:146167	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0133595381233234	1.0	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0149407736477435	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC38A9	hsa:153129	74.0	6.0	-0.046410019962538	-0.2072056275572389	0.1143855876321629	0.5036707510951214	0.5556367809700148	DONE	NA	74.0	6.0	-0.0505878946023174	-0.1968279746245449	0.09565218541991	0.4929423239728965	0.5353045549393173	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:153129	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Oligodendrocyte	Myeloid	0.0873777444749815	0.998	1000	False	DONE	expression_source_only;not_function	Oligodendrocyte	Myeloid	0.0800801275935454	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC6A17	hsa:388662	74.0	6.0	-3.851517567953144	-4.1862843156769465	-3.516750820229342	3.693228944482687e-11	6.416985291038668e-10	DONE	NA	74.0	6.0	-3.831381989654406	-4.14533856098083	-3.517425418327982	1.399136791147326e-37	1.944800139694784e-35	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:388662	1	1	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Vascular	0.3855461063511169	1.0	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.3312931924694649	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC7A13	hsa:157724	74.0	6.0	-0.0013202245621272	-0.002518896905203	-0.0001215522190514	0.0363554037562796	0.0616268429527179	DONE	NA	74.0	6.0	-0.0013407216202778	-0.0023097892435347	-0.0003716539970209	0.0073311036586478	0.0141531028965562	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:157724	1	0	NOMINAL_EXPLORATORY	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Vascular	0.0182781843018996	0.947	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0144618068716601	0.979	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC7A6	hsa:9057	74.0	6.0	0.1126088078993943	-0.1271051223369482	0.3523227381357369	0.3013879862932462	0.3642863486500976	DONE	NA	74.0	6.0	0.1200038961745039	-0.0885694846734409	0.3285772770224489	0.2554235154240417	0.3198546724679441	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:9057	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Lymphoid	Myeloid	0.0087012920108647	0.561	1000	False	DONE	expression_source_only;not_function	Myeloid	Lymphoid	0.0165807569954296	0.735	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC7A7	hsa:9056	74.0	6.0	0.9462226495778974	0.8252113778965678	1.0672339212592268	7.677852056246163e-19	8.328899708680621e-17	DONE	NA	74.0	6.0	0.925660309487359	0.7838269419593484	1.0674936770153696	5.292130790973616e-21	1.4712123598906652e-19	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:9056	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Vascular	0.366262946478436	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Vascular	0.3386067353963106	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC7A9	hsa:11136	74.0	6.0	-0.0720260953254197	-0.2038121066905033	0.0597599160396637	0.2226116079735806	0.2815712327204816	DONE	NA	74.0	6.0	-0.0713881425355065	-0.1907162976236991	0.0479400125526861	0.2371574394373285	0.3024301291907216	DONE	NA	GBM_FEATURE:b754e6401a70856c|hsa:11136	1	1	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0165786881499197	0.945	1000	False	DONE	expression_source_only;not_function	Neuron	Astrocyte	0.0027466842397105	0.618	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
ABHD12	UniProt:Q8N2K0	74.0	6.0	-0.3244775369635555	-0.5921832242943057	-0.0567718496328052	0.0250012218265726	0.046335597785248	DONE	NA	74.0	6.0	-0.3232018613130947	-0.5618183643405641	-0.0845853582856253	0.0085973836492646	0.0163703606472299	DONE	NA	GBM_FEATURE:bd5a75b37eeffcbb|UniProt:Q8N2K0;GBM_FEATURE:c95d3fd4b0685964|UniProt:Q8N2K0	2	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	0.3286278331477797	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	0.3253229010577527	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
ABHD6	UniProt:Q9BV23	74.0	6.0	-0.5819961178954043	-0.9340739584924102	-0.2299182772983984	0.0068126358854638	0.0150310537790393	DONE	NA	74.0	6.0	-0.5925478268443815	-0.9587838995577596	-0.2263117541310033	0.0018729855209687	0.0039446210214341	DONE	NA	GBM_FEATURE:bd5a75b37eeffcbb|UniProt:Q9BV23	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Oligodendrocyte	Neuron	0.1771439522237132	1.0	1000	False	DONE	expression_source_only;not_function	Oligodendrocyte	Neuron	0.1995795528987878	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
ACSL1	UniProt:P33121	74.0	6.0	0.292301362033164	-0.2264955900204587	0.8110983140867868	0.2257678245218463	0.2827182667435732	DONE	NA	74.0	6.0	0.248218317514319	-0.3216164600941727	0.8180530951228109	0.3883627407997776	0.4498535080930758	DONE	NA	GBM_FEATURE:bd5a75b37eeffcbb|UniProt:P33121	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	0.9727688392870724	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	1.2222981796614456	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
ACSL5	UniProt:Q9ULC5	74.0	6.0	-0.4351365943559581	-0.9594451576820192	0.089171968970103	0.087039098862301	0.1291823116993125	DONE	NA	74.0	6.0	-0.4557302195413391	-0.8777810366325273	-0.033679402450151	0.0346864993836414	0.0573978977895971	DONE	NA	GBM_FEATURE:bd5a75b37eeffcbb|UniProt:Q9ULC5	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Lymphoid	Vascular	0.0772637141540529	0.983	1000	False	DONE	expression_source_only;not_function	Lymphoid	Vascular	0.0065066855414356	0.584	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
LYPLA1	hsa:10434	74.0	6.0	0.3491057231598911	0.247203903070571	0.4510075432492111	2.1455704428071641e-07	2.4852857629182985e-06	DONE	NA	74.0	6.0	0.3440997415348964	0.2320102109242342	0.4561892721455586	3.8766188984222544e-08	1.738225893163527e-07	DONE	NA	GBM_FEATURE:bd5a75b37eeffcbb|hsa:10434	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Vascular	0.0921807459216808	0.998	1000	False	DONE	expression_source_only;not_function	Myeloid	Vascular	0.1360825791714216	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
MGLL	UniProt:Q99685	74.0	6.0	-1.4157268139269616	-1.7870332495006154	-1.044420378353308	5.972335474566492e-05	0.000307464678135	DONE	NA	74.0	6.0	-1.4064583521174483	-1.7652552708166998	-1.0476614334181968	2.5730479108812462e-11	1.882387682171017e-10	DONE	NA	GBM_FEATURE:bd5a75b37eeffcbb|UniProt:Q99685;GBM_FEATURE:c95d3fd4b0685964|UniProt:Q99685	2	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Vascular	OPC	0.0183432197788766	0.556	1000	False	DONE	expression_source_only;not_function	Astrocyte	Vascular	0.0444884132586941	0.856	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
PLA2G4A	HGNC:9035	74.0	6.0	0.170671228917878	0.0875990421009765	0.2537434157347795	0.0007266248285382	0.0024634353943127	DONE	NA	74.0	6.0	0.1658927931902971	0.0804326509398114	0.2513529354407828	0.000231370397548	0.0005847360956214	DONE	NA	GBM_FEATURE:bd5a75b37eeffcbb|HGNC:9035	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Vascular	0.4083414703993452	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Vascular	0.5174634219669199	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
PLA2G6	HGNC:9039	74.0	6.0	-0.4278342505667631	-0.6592458502646086	-0.1964226508689177	0.0040579086625704	0.0102554418926779	DONE	NA	74.0	6.0	-0.4267205200119279	-0.6463659016374504	-0.2070751383864054	0.0002288633398544	0.0005847360956214	DONE	NA	GBM_FEATURE:bd5a75b37eeffcbb|HGNC:9039	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Lymphoid	0.0026309868552649	0.35	1000	False	DONE	expression_source_only;not_function	Lymphoid	Oligodendrocyte	0.0052024258586604	0.535	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
FOLH1	UniProt:Q04609	74.0	6.0	-0.4381270600725456	-1.1263870235083944	0.250132903363303	0.1663141650027905	0.226643813092038	DONE	NA	74.0	6.0	-0.4343643036166666	-1.0278360817306258	0.1591074744972924	0.1490396288404661	0.2051139446418295	DONE	NA	GBM_FEATURE:c4f5ae886a6f2e1e|UniProt:Q04609	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Oligodendrocyte	Vascular	0.9448927875876344	1.0	1000	False	DONE	expression_source_only;not_function	Oligodendrocyte	Vascular	0.9894515255612348	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
GLS	hsa:2744	74.0	6.0	-1.9116043321328264	-2.697677242679096	-1.1255314215865562	0.0013844317557069	0.0041833916096363	DONE	NA	74.0	6.0	-1.9078923826553928	-2.603437663307557	-1.212347102003229	5.688723876785433e-07	2.0808753128241453e-06	DONE	NA	GBM_FEATURE:c4f5ae886a6f2e1e|hsa:2744	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Lymphoid	0.0378099454482716	0.65	1000	False	DONE	expression_source_only;not_function	Neuron	Lymphoid	0.0067846870582108	0.501	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
GLS2	hsa:27165	74.0	6.0	-1.0227919266524848	-1.1941794684191358	-0.8514043848858337	1.7503845307285883e-06	1.6220229984751587e-05	DONE	NA	74.0	6.0	-1.0124393766008004	-1.1498245660602726	-0.8750541871413281	6.961945258299745e-24	3.225701303012215e-22	DONE	NA	GBM_FEATURE:c4f5ae886a6f2e1e|hsa:27165	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0504084563450721	0.987	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0302570287969047	0.97	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
GLUL	hsa:2752	74.0	6.0	-0.7718110587177289	-1.15467643684823	-0.3889456805872278	0.0012585398805569	0.0039758418953959	DONE	NA	74.0	6.0	-0.8157440260834726	-1.2439502111436802	-0.3875378410232651	0.0002955853824847	0.0007208134765855	DONE	NA	GBM_FEATURE:c4f5ae886a6f2e1e|hsa:2752	1	1	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Astrocyte	0.0003207040648294	0.51	1000	False	DONE	expression_source_only;not_function	Myeloid	Astrocyte	0.0197682708054223	0.571	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
OAT	UniProt:P04181	74.0	6.0	-1.652292051845586	-2.3887541477504906	-0.9158299559406816	0.0019227498076209	0.0053578003739657	DONE	NA	74.0	6.0	-1.643487854679583	-2.280451032624584	-1.0065246767345828	2.078711565767981e-06	7.223522691043736e-06	DONE	NA	GBM_FEATURE:c4f5ae886a6f2e1e|UniProt:P04181	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Neuron	0.0196947838073059	0.684	1000	False	DONE	expression_source_only;not_function	Astrocyte	Oligodendrocyte	0.0341669678440997	0.976	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC7A11	hsa:23657	74.0	6.0	-0.4176824958517247	-0.7963602066407748	-0.0390047850626745	0.0344490289464922	0.0591162348587952	DONE	NA	74.0	6.0	-0.3970355595204892	-0.8219951727782207	0.0279240537372423	0.066640252022619	0.1017911541883961	DONE	NA	GBM_FEATURE:c4f5ae886a6f2e1e|hsa:23657	1	0	NOMINAL_EXPLORATORY	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Vascular	Astrocyte	0.208193591784165	0.954	1000	False	DONE	expression_source_only;not_function	Astrocyte	Vascular	0.096965492036576	0.786	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
TAT	hsa:6898	74.0	6.0	0.0776250836638892	0.0066276657375649	0.1486225015902134	0.03363109977931	0.0591162348587952	DONE	NA	74.0	6.0	0.079050096955667	0.0099946967699045	0.1481054971414294	0.0254167170798322	0.0436163416555145	DONE	NA	GBM_FEATURE:c4f5ae886a6f2e1e|hsa:6898	1	0	NOMINAL_EXPLORATORY	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
